date,m3 yield,m6 yield,y1 yield,y5 yield,y5 inflation indexed,y10 yield,y10 inflation indexed,m3 secondary,m6 secondary,spy,eur_usd
2004-03-08,0.96,1.01,1.15,2.74,0.49,3.78,1.43,0.95,0.99,81.70367431640625,1.242606520652771
2004-03-09,0.96,1.00,1.15,2.68,0.48,3.73,1.40,0.94,0.98,81.37674713134766,1.2319064140319824
2004-03-10,0.96,1.00,1.17,2.71,0.53,3.74,1.45,0.94,0.98,80.01219177246094,1.2231967449188232
2004-03-11,0.97,1.00,1.15,2.72,0.57,3.74,1.50,0.95,0.98,78.97454833984375,1.235101580619812
2004-03-12,0.96,1.01,1.18,2.73,0.59,3.78,1.52,0.94,0.99,80.01219177246094,1.2224042415618896
2004-03-15,0.96,1.02,1.18,2.74,0.54,3.78,1.47,0.95,1.00,79.03140258789062,1.22720468044281
2004-03-16,0.96,1.01,1.17,2.65,0.45,3.70,1.40,0.94,0.99,79.45071411132812,1.2261061668395996
2004-03-17,0.93,1.01,1.18,2.66,0.39,3.71,1.36,0.92,0.99,80.3390884399414,1.2227030992507935
2004-03-18,0.93,1.00,1.17,2.72,0.40,3.76,1.37,0.92,0.98,80.36042022705078,1.2388964891433716
2004-03-19,0.94,1.01,1.19,2.75,0.48,3.80,1.44,0.92,0.99,79.2086181640625,1.2269035577774048
2004-03-22,0.95,1.02,1.17,2.69,0.45,3.74,1.42,0.94,1.00,78.2030029296875,1.2345983982086182
2004-03-23,0.95,1.01,1.17,2.69,0.45,3.73,1.41,0.93,0.99,78.06746673583984,1.2345069646835327
2004-03-24,0.93,1.00,1.16,2.68,0.41,3.73,1.38,0.92,0.98,78.13166046142578,1.2139016389846802
2004-03-25,0.94,0.99,1.15,2.70,0.44,3.75,1.40,0.92,0.97,79.16581726074219,1.2136952877044678
2004-03-26,0.95,1.00,1.19,2.81,0.51,3.85,1.47,0.93,0.98,79.18720245361328,1.212694525718689
2004-03-29,0.96,1.02,1.21,2.86,0.55,3.91,1.50,0.95,1.00,80.29979705810547,1.2185016870498657
2004-03-30,0.96,1.01,1.21,2.86,0.57,3.91,1.52,0.94,0.99,80.57083892822266,1.231299638748169
2004-03-31,0.95,1.01,1.20,2.80,0.51,3.86,1.48,0.93,0.99,80.66352844238281,1.2365065813064575
2004-04-01,0.93,1.02,1.23,2.87,0.53,3.91,1.48,0.92,1.00,81.1485366821289,1.2129004001617432
2004-04-02,0.95,1.03,1.30,3.15,0.77,4.15,1.69,0.93,1.01,81.76185607910156,
2004-04-05,0.94,1.06,1.34,3.24,0.84,4.24,1.75,0.93,1.04,82.21121215820312,1.213106393814087
2004-04-06,0.94,1.04,1.31,3.19,0.82,4.19,1.73,0.92,1.02,81.94731140136719,1.216604232788086
2004-04-07,0.95,1.04,1.31,3.19,0.91,4.19,1.82,0.93,1.02,81.75475311279297,1.2077003717422485
2004-04-08,0.93,1.04,1.32,3.22,0.88,4.21,1.80,0.92,1.02,81.5693359375,1.208605170249939
2004-04-09,,,,,,,,,,,
2004-04-12,0.94,1.06,1.34,3.26,0.91,4.25,1.81,0.93,1.04,81.89022827148438,1.193801760673523
2004-04-13,0.94,1.08,1.39,3.37,0.98,4.35,1.88,0.93,1.06,80.74199676513672,1.1947003602981567
2004-04-14,0.95,1.13,1.48,3.44,1.01,4.40,1.91,0.94,1.11,80.87036895751953,1.1986957788467407
2004-04-15,0.95,1.12,1.46,3.45,1.03,4.42,1.93,0.93,1.10,80.5636978149414,1.2002928256988525
2004-04-16,0.94,1.08,1.40,3.39,0.95,4.37,1.87,0.92,1.06,81.18418884277344,
2004-04-19,0.96,1.11,1.43,3.42,0.96,4.39,1.87,0.95,1.09,81.18418884277344,1.184805989265442
2004-04-20,0.97,1.13,1.46,3.45,1.07,4.43,1.97,0.96,1.11,79.82194519042969,1.1810001134872437
2004-04-21,0.99,1.17,1.52,3.52,1.07,4.45,1.96,0.98,1.15,80.35688781738281,1.1925063133239746
2004-04-22,0.97,1.14,1.49,3.46,1.10,4.40,1.98,0.95,1.12,81.48374938964844,1.1850025653839111
2004-04-23,0.98,1.20,1.59,3.58,1.29,4.48,2.12,0.96,1.17,81.56219482421875,
2004-04-26,0.99,1.19,1.57,3.57,1.20,4.46,2.03,0.98,1.17,81.44803619384766,1.1929045915603638
2004-04-27,0.98,1.17,1.53,3.52,1.14,4.43,2.00,0.97,1.15,81.51937866210938,1.1843008995056152
2004-04-28,0.97,1.16,1.54,3.60,1.26,4.50,2.10,0.96,1.14,80.4638442993164,1.196000576019287
2004-04-29,0.97,1.15,1.55,3.66,1.32,4.55,2.15,0.95,1.13,79.7577896118164,1.198293685913086
2004-04-30,0.98,1.17,1.55,3.63,1.29,4.53,2.11,0.96,1.14,79.13729858398438,
2004-05-03,1.00,1.21,1.60,3.63,1.28,4.53,2.09,0.99,1.19,79.98597717285156,1.2105072736740112
2004-05-04,1.00,1.19,1.57,3.66,1.26,4.56,2.10,0.99,1.17,79.92179870605469,1.215894103050232
2004-05-05,0.99,1.17,1.56,3.71,1.29,4.61,2.10,0.97,1.15,80.43531799316406,1.2077003717422485
2004-05-06,1.00,1.21,1.61,3.72,1.34,4.63,2.15,0.98,1.18,79.74349975585938,1.1880011558532715
2004-05-07,1.07,1.35,1.83,3.96,1.50,4.79,2.24,1.05,1.31,78.42405700683594,
2004-05-10,1.08,1.36,1.85,3.95,1.53,4.81,2.25,1.07,1.34,77.61814880371094,1.1881988048553467
2004-05-11,1.05,1.35,1.83,3.94,1.49,4.79,2.21,1.04,1.33,78.27430725097656,1.190504550933838
2004-05-12,1.04,1.33,1.81,3.96,1.42,4.83,2.17,1.02,1.30,78.7735595703125,1.1804006099700928
2004-05-13,1.00,1.34,1.84,4.01,1.43,4.85,2.18,0.98,1.31,78.44548034667969,1.1881988048553467
2004-05-14,0.99,1.34,1.81,3.92,1.41,4.79,2.16,0.97,1.31,78.48114013671875,
2004-05-17,1.06,1.35,1.80,3.83,1.33,4.70,2.07,1.05,1.33,77.81069946289062,1.1945005655288696
2004-05-18,1.05,1.37,1.83,3.87,1.33,4.74,2.05,1.04,1.34,78.2030029296875,1.2003936767578125
2004-05-19,1.04,1.38,1.85,3.93,1.32,4.79,2.03,1.02,1.35,77.93195343017578,1.1957002878189087
2004-05-20,1.03,1.36,1.81,3.86,1.25,4.72,1.96,1.01,1.33,78.18159484863281,1.2028049230575562
2004-05-21,1.03,1.39,1.84,3.91,1.34,4.76,2.04,1.01,1.35,78.3171157836914,
2004-05-24,1.07,1.41,1.86,3.90,1.27,4.75,2.01,1.06,1.39,78.6451644897461,1.210097074508667
2004-05-25,1.07,1.41,1.84,3.89,1.29,4.73,2.03,1.06,1.38,79.77201080322266,1.2110936641693115
2004-05-26,1.08,1.39,1.81,3.81,1.23,4.67,1.99,1.06,1.36,80.05020141601562,1.227596402168274
2004-05-27,1.06,1.37,1.77,3.74,1.19,4.60,1.97,1.04,1.34,80.49948120117188,1.2218068838119507
2004-05-28,1.08,1.39,1.83,3.81,1.26,4.66,2.00,1.06,1.36,80.49236297607422,
2004-05-31,,,,,,,,,,,1.2244998216629028
2004-06-01,1.17,1.44,1.89,3.86,1.22,4.71,1.97,1.15,1.41,80.38536834716797,1.2218962907791138
2004-06-02,1.17,1.45,1.92,3.91,1.29,4.74,2.04,1.15,1.42,80.6849365234375,1.2221053838729858
2004-06-03,1.17,1.45,1.91,3.89,1.31,4.71,2.05,1.15,1.42,79.94319915771484,1.2275059223175049
2004-06-04,1.21,1.51,1.97,3.97,1.37,4.78,2.11,1.18,1.47,80.57796478271484,
2004-06-07,1.24,1.54,1.96,3.95,1.37,4.78,2.11,1.23,1.51,81.8046875,1.2261061668395996
2004-06-08,1.27,1.56,2.02,3.96,1.43,4.78,2.15,1.25,1.53,81.91876983642578,1.2042969465255737
2004-06-09,1.27,1.61,2.14,4.01,1.47,4.82,2.20,1.25,1.58,81.15567779541016,1.2109030485153198
2004-06-10,1.30,1.65,2.14,4.00,1.45,4.81,2.18,1.27,1.61,81.55502319335938,1.2015043497085571
2004-06-11,,,,,,,,,,,
2004-06-14,1.41,1.77,2.25,4.10,1.55,4.89,2.26,1.40,1.74,80.74915313720703,1.216604232788086
2004-06-15,1.34,1.68,2.16,3.90,1.38,4.69,2.16,1.32,1.65,81.31968688964844,1.2006964683532715
2004-06-16,1.30,1.69,2.24,3.96,1.43,4.74,2.18,1.28,1.65,81.30541229248047,1.20339834690094
2004-06-17,1.28,1.66,2.21,3.93,1.42,4.71,2.16,1.25,1.62,81.18418884277344,1.2145060300827026
2004-06-18,1.29,1.68,2.24,3.94,1.40,4.72,2.15,1.26,1.64,81.33740234375,
2004-06-21,1.33,1.70,2.17,3.91,1.40,4.70,2.16,1.32,1.67,81.0295639038086,1.2121946811676025
2004-06-22,1.32,1.69,2.21,3.92,1.41,4.72,2.17,1.30,1.66,81.43756866455078,1.208605170249939
2004-06-23,1.29,1.69,2.15,3.90,1.42,4.71,2.18,1.27,1.65,82.13908386230469,1.2174040079116821
