date,m3 yield,m6 yield,y1 yield,y5 yield,y5 inflation indexed,y10 yield,y10 inflation indexed,m3 secondary,m6 secondary,spy,eur_usd
2006-06-19,4.93,5.25,5.23,5.12,2.51,5.14,2.58,4.81,5.05,91.92402648925781,1.2589067220687866
2006-06-20,4.92,5.24,5.23,5.13,2.52,5.15,2.58,4.80,5.04,92.2362289428711,1.2660951614379883
2006-06-21,4.92,5.23,5.22,5.14,2.53,5.16,2.59,4.79,5.03,92.92005920410156,1.2584948539733887
2006-06-22,4.92,5.24,5.24,5.18,2.56,5.20,2.61,4.79,5.04,92.51122283935547,1.2523951530456543
2006-06-23,4.98,5.27,5.27,5.21,2.58,5.23,2.64,4.84,5.07,92.49637603759766,
2006-06-26,5.03,5.32,5.30,5.22,2.61,5.25,2.67,4.91,5.11,92.90518188476562,1.256897211074829
2006-06-27,5.05,5.31,5.28,5.19,2.58,5.21,2.63,4.92,5.10,92.10240936279297,1.2545949220657349
2006-06-28,5.01,5.31,5.30,5.23,2.64,5.25,2.68,4.88,5.10,92.72677612304688,1.26639986038208
2006-06-29,5.01,5.26,5.25,5.17,2.57,5.22,2.61,4.88,5.06,94.59988403320312,1.2782983779907227
2006-06-30,5.01,5.24,5.21,5.10,2.47,5.15,2.54,4.87,5.04,94.60734558105469,
2006-07-03,5.08,5.31,5.26,5.11,2.49,5.15,2.56,4.96,5.10,94.99385833740234,1.2790013551712036
2006-07-04,,,,,,,,,,,1.2733986377716064
2006-07-05,5.01,5.32,5.29,5.19,2.57,5.23,2.63,4.88,5.11,94.45123291015625,1.2775959968566895
2006-07-06,5.00,5.31,5.28,5.15,2.52,5.19,2.59,4.87,5.10,94.72627258300781,1.2823965549468994
2006-07-07,5.02,5.28,5.25,5.10,2.47,5.14,2.55,4.89,5.08,94.10934448242188,
2006-07-10,5.06,5.32,5.27,5.10,2.49,5.13,2.56,4.93,5.11,94.28771209716797,1.2767478227615356
2006-07-11,5.05,5.30,5.26,5.07,2.48,5.10,2.53,4.92,5.09,94.70398712158203,1.2711971998214722
2006-07-12,5.06,5.30,5.26,5.08,2.49,5.10,2.54,4.93,5.09,93.69306182861328,1.2696961164474487
2006-07-13,5.05,5.27,5.22,5.04,2.46,5.08,2.51,4.92,5.07,92.16931915283203,1.2643983364105225
2006-07-14,5.06,5.26,5.20,5.02,2.44,5.07,2.50,4.93,5.06,91.81250762939453,
2006-07-17,5.11,5.30,5.24,5.04,2.45,5.07,2.49,4.98,5.09,91.67871856689453,1.2502031326293945
2006-07-18,5.13,5.33,5.28,5.10,2.52,5.13,2.55,5.00,5.12,92.14701080322266,1.2599060535430908
2006-07-19,5.11,5.28,5.22,5.02,2.45,5.06,2.49,4.98,5.07,93.42548370361328,1.263296127319336
2006-07-20,5.08,5.24,5.18,4.98,2.40,5.03,2.45,4.95,5.04,92.7862548828125,1.270599603652954
2006-07-21,5.10,5.25,5.19,4.99,2.42,5.05,2.49,4.96,5.05,92.13213348388672,
2006-07-24,5.10,5.27,5.21,4.99,2.44,5.05,2.49,4.97,5.06,93.81199645996094,1.2583998441696167
2006-07-25,5.13,5.25,5.21,5.02,2.45,5.07,2.48,5.00,5.05,94.14649200439453,1.2712942361831665
2006-07-26,5.11,5.21,5.16,4.99,2.41,5.04,2.44,4.98,5.01,94.27285766601562,1.269599437713623
2006-07-27,5.10,5.20,5.16,4.98,2.41,5.07,2.47,4.97,5.00,94.18363952636719,1.2751035690307617
2006-07-28,5.07,5.15,5.10,4.92,2.38,5.00,2.41,4.94,4.96,95.12764739990234,
2006-07-31,5.10,5.18,5.11,4.91,2.37,4.99,2.41,4.97,4.98,95.03102111816406,1.2820019721984863
2006-08-01,5.12,5.18,5.11,4.90,2.35,4.99,2.40,4.99,4.98,94.56275177001953,1.2791976928710938
2006-08-02,5.10,5.18,5.11,4.88,2.30,4.96,2.36,4.97,4.98,95.20196533203125,1.2799016237258911
2006-08-03,5.11,5.19,5.12,4.90,2.31,4.96,2.35,4.98,4.99,95.45470428466797,1.2878963947296143
2006-08-04,5.09,5.15,5.07,4.84,2.25,4.91,2.30,4.96,4.96,95.29115295410156,
2006-08-07,5.12,5.20,5.12,4.86,2.25,4.93,2.29,4.99,5.00,95.06818389892578,1.2766989469528198
2006-08-08,5.10,5.16,5.08,4.85,2.23,4.93,2.27,4.97,4.96,94.70398712158203,1.2874983549118042
2006-08-09,5.07,5.15,5.07,4.86,2.21,4.92,2.28,4.94,4.95,94.38434600830078,1.2792959213256836
2006-08-10,5.05,5.16,5.08,4.86,2.24,4.93,2.30,4.92,4.96,94.67425537109375,1.2725075483322144
2006-08-11,5.07,5.20,5.12,4.91,2.27,4.97,2.33,4.94,5.00,94.40665435791016,
2006-08-14,5.12,5.24,5.17,4.95,2.31,5.00,2.36,4.99,5.04,94.48098754882812,1.2790995836257935
2006-08-15,5.10,5.19,5.11,4.88,2.27,4.93,2.32,4.97,4.99,95.61080169677734,1.2843070030212402
2006-08-16,5.07,5.16,5.06,4.81,2.25,4.87,2.28,4.94,4.96,96.40611267089844,1.283202886581421
2006-08-17,5.09,5.18,5.08,4.82,2.27,4.87,2.28,4.96,4.98,96.65143585205078,1.2828078269958496
2006-08-18,5.10,5.19,5.08,4.78,2.23,4.84,2.26,4.97,4.99,97.14198303222656,
2006-08-21,5.11,5.18,5.07,4.77,2.22,4.82,2.23,4.98,4.98,96.72576141357422,1.2811970710754395
2006-08-22,5.10,5.17,5.07,4.77,2.21,4.82,2.22,4.97,4.97,96.71831512451172,1.2781022787094116
2006-08-23,5.09,5.17,5.07,4.77,2.25,4.82,2.25,4.96,4.97,96.45073699951172,1.2761938571929932
2006-08-24,5.09,5.17,5.07,4.78,2.29,4.81,2.28,4.96,4.97,96.36895751953125,1.2757054567337036
2006-08-25,5.11,5.16,5.06,4.76,2.26,4.79,2.24,4.98,4.97,96.48784637451172,
2006-08-28,5.10,5.18,5.08,4.77,2.31,4.80,2.28,4.97,4.98,96.94874572753906,1.2829065322875977
2006-08-29,5.07,5.16,5.06,4.77,2.30,4.79,2.29,4.94,4.96,97.06022644042969,1.284092664718628
2006-08-30,5.05,5.14,5.03,4.72,2.31,4.76,2.28,4.92,4.94,97.11970520019531,1.2809016704559326
2006-08-31,5.05,5.11,5.01,4.70,2.26,4.74,2.24,4.92,4.92,97.10486602783203,1.2835981845855713
2006-09-01,5.02,5.10,4.99,4.68,2.28,4.73,2.25,4.89,4.91,97.68460083007812,
2006-09-04,,,,,,,,,,,1.2823965549468994
2006-09-05,5.00,5.13,5.02,4.73,2.34,4.78,2.31,4.87,4.93,97.87042236328125,1.2819033861160278
2006-09-06,4.97,5.12,5.02,4.75,2.34,4.80,2.32,4.84,4.92,97.0081787109375,1.2732040882110596
2006-09-07,4.97,5.13,5.02,4.74,2.38,4.80,2.34,4.84,4.93,96.562255859375,1.2672985792160034
2006-09-08,4.93,5.10,5.00,4.71,2.39,4.78,2.35,4.80,4.91,96.83726501464844,
2006-09-11,4.93,5.13,5.03,4.74,2.43,4.80,2.38,4.81,4.93,96.93389129638672,1.2695027589797974
2006-09-12,4.90,5.12,5.02,4.71,2.41,4.78,2.36,4.78,4.92,97.88529968261719,1.2696961164474487
2006-09-13,4.91,5.08,4.99,4.70,2.39,4.77,2.35,4.79,4.89,98.27922821044922,1.2722970247268677
2006-09-14,4.95,5.12,5.02,4.74,2.39,4.79,2.35,4.82,4.92,98.2866439819336,1.2651021480560303
2006-09-15,4.96,5.11,5.03,4.76,2.45,4.80,2.38,4.83,4.92,98.51739501953125,
2006-09-18,4.94,5.12,5.04,4.77,2.46,4.81,2.39,4.82,4.92,98.6517333984375,1.2677003145217896
2006-09-19,4.94,5.09,4.99,4.69,2.42,4.74,2.35,4.82,4.90,98.40535736083984,1.2687939405441284
2006-09-20,4.93,5.09,5.00,4.70,2.48,4.73,2.39,4.81,4.90,98.9279556274414,1.2781022787094116
2006-09-21,4.92,5.04,4.93,4.60,2.40,4.65,2.31,4.79,4.85,98.45018768310547,1.2799999713897705
2006-09-22,4.93,5.02,4.90,4.55,2.35,4.60,2.27,4.80,4.83,98.15151977539062,
2006-09-25,4.88,5.01,4.88,4.51,2.32,4.56,2.24,4.76,4.82,98.90556335449219,1.2686975002288818
2006-09-26,4.88,5.02,4.91,4.55,2.32,4.59,2.25,4.76,4.83,99.72679901123047,1.270599603652954
2006-09-27,4.88,5.01,4.89,4.56,2.32,4.60,2.26,4.76,4.82,99.84629821777344,1.2703574895858765
2006-09-28,4.87,5.01,4.90,4.57,2.33,4.63,2.27,4.75,4.82,99.80892944335938,1.2662074565887451
2006-09-29,4.89,5.02,4.91,4.59,2.34,4.64,2.27,4.77,4.83,99.72679901123047,
2006-10-02,4.88,5.02,4.90,4.56,2.31,4.62,2.27,4.76,4.83,99.35352325439453,1.2734960317611694
2006-10-03,4.90,5.02,4.90,4.56,2.35,4.62,2.29,4.78,4.83,99.56255340576172,1.2712942361831665
2006-10-04,4.93,5.00,4.87,4.50,2.33,4.57,2.27,4.80,4.81,100.72720336914062,1.269551157951355
2006-10-05,4.94,5.03,4.90,4.55,2.38,4.61,2.31,4.81,4.84,100.92129516601562,1.260398268699646
2006-10-06,4.95,5.05,4.94,4.64,2.46,4.70,2.37,4.82,4.86,100.79439544677734,
2006-10-09,,,,,,,,,,100.8541030883789,1.2531956434249878
2006-10-10,5.00,5.10,5.00,4.71,2.51,4.75,2.42,4.87,4.90,100.98853302001953,1.2523951530456543
2006-10-11,5.02,5.11,5.02,4.75,2.54,4.78,2.45,4.89,4.91,100.86909484863281,1.2559974193572998
2006-10-12,5.06,5.13,5.03,4.74,2.54,4.79,2.44,4.93,4.93,101.74256896972656,1.250500202178955
2006-10-13,5.05,5.13,5.05,4.77,2.57,4.81,2.47,4.92,4.94,102.00382995605469,
2006-10-16,5.09,5.15,5.05,4.76,2.56,4.79,2.45,4.96,4.95,102.1606216430664,1.2545005083084106
2006-10-17,5.09,5.15,5.04,4.73,2.56,4.78,2.46,4.96,4.95,101.83958435058594,1.2539026737213135
2006-10-18,5.09,5.14,5.04,4.74,2.58,4.77,2.46,4.96,4.94,101.97398376464844,1.2627060413360596
2006-10-19,5.10,5.16,5.05,4.75,2.61,4.79,2.49,4.97,4.96,102.13822937011719,1.2616068124771118
2006-10-20,5.09,5.14,5.05,4.76,2.61,4.79,2.49,4.96,4.95,102.1606216430664,
2006-10-23,5.12,5.18,5.09,4.80,2.65,4.83,2.53,4.99,4.98,102.63095092773438,1.2559027671813965
2006-10-24,5.13,5.19,5.10,4.81,2.63,4.83,2.52,5.00,4.99,102.93704986572266,1.2616068124771118
2006-10-25,5.12,5.18,5.08,4.75,2.55,4.78,2.44,4.99,4.98,103.28794860839844,1.2694060802459717
2006-10-26,5.12,5.18,5.06,4.69,2.52,4.73,2.41,4.99,4.98,103.60894775390625,1.2743074893951416
2006-10-27,5.11,5.15,5.02,4.64,2.48,4.68,2.37,4.98,4.96,102.95942687988281,
2006-10-30,5.10,5.16,5.03,4.64,2.51,4.68,2.39,4.97,4.96,102.8847885131836,1.271795392036438
2006-10-31,5.08,5.13,4.99,4.57,2.47,4.61,2.34,4.95,4.93,102.86985778808594,1.2766989469528198
2006-11-01,5.07,5.10,4.95,4.52,2.41,4.57,2.29,4.94,4.90,102.17555236816406,1.2754452228546143
2006-11-02,5.07,5.13,4.97,4.55,2.44,4.60,2.32,4.94,4.93,102.11582946777344,1.2780042886734009
2006-11-03,5.09,5.18,5.06,4.70,2.52,4.72,2.40,4.96,4.98,101.93667602539062,1.2706964015960693
2006-11-06,5.09,5.18,5.06,4.69,2.48,4.71,2.36,4.96,4.98,103.08634948730469,1.2725560665130615
2006-11-07,5.08,5.16,5.03,4.63,2.44,4.66,2.32,4.95,4.96,103.4820556640625,1.2779062986373901
2006-11-08,5.10,5.16,5.02,4.61,2.41,4.64,2.29,4.97,4.96,103.7060317993164,1.2759984731674194
2006-11-09,5.09,5.16,5.02,4.60,2.41,4.62,2.28,4.96,4.96,103.16100311279297,1.283252239227295
2006-11-10,5.10,5.16,5.01,4.57,2.37,4.59,2.25,4.97,4.96,103.2058334350586,1.2853965759277344
2006-11-13,5.09,5.16,5.03,4.60,2.42,4.61,2.29,4.96,4.96,103.45968627929688,1.2825939655303955
2006-11-14,5.09,5.15,5.01,4.57,2.41,4.57,2.28,4.96,4.95,104.23609924316406,1.2813942432403564
2006-11-15,5.09,5.16,5.04,4.62,2.45,4.61,2.30,4.96,4.96,104.53472137451172,1.282495141029358
2006-11-16,5.09,5.17,5.06,4.67,2.53,4.66,2.38,4.96,4.97,104.80347442626953,1.2793940305709839
2006-11-17,5.09,5.14,5.02,4.60,2.48,4.61,2.33,4.96,4.95,104.83335876464844,1.285000205039978
2006-11-20,5.08,5.15,5.02,4.60,2.47,4.60,2.33,4.95,4.95,104.89311981201172,1.2818048000335693
2006-11-21,5.07,5.15,5.02,4.58,2.43,4.58,2.31,4.94,4.95,104.99760437011719,1.2846039533615112
2006-11-22,5.05,5.15,5.01,4.57,2.42,4.57,2.30,4.92,4.95,105.20661926269531,1.2938953638076782
2006-11-23,,,,,,,,,,,1.295202612876892
2006-11-24,5.04,5.13,5.00,4.55,2.38,4.55,2.27,4.91,4.94,104.78108215332031,1.3085066080093384
2006-11-27,5.05,5.14,5.00,4.54,2.33,4.54,2.24,4.92,4.94,103.34022521972656,1.3133012056350708
2006-11-28,5.04,5.13,4.98,4.50,2.28,4.51,2.21,4.91,4.93,103.78814697265625,1.320393443107605
2006-11-29,5.04,5.13,4.98,4.51,2.28,4.52,2.22,4.91,4.93,104.87069702148438,1.3148033618927002
2006-11-30,5.03,5.10,4.94,4.45,2.21,4.46,2.16,4.90,4.91,104.91546630859375,1.325100064277649
2006-12-01,5.03,5.05,4.87,4.39,2.12,4.43,2.10,4.90,4.86,104.68402099609375,1.334098219871521
2006-12-04,5.01,5.04,4.87,4.39,2.13,4.43,2.11,4.88,4.85,105.48285675048828,1.3336000442504883
2006-12-05,4.99,5.03,4.86,4.39,2.12,4.45,2.11,4.86,4.84,105.93828582763672,1.331894874572754
2006-12-06,4.99,5.05,4.90,4.44,2.17,4.48,2.14,4.86,4.86,105.84870147705078,1.3286564350128174
2006-12-07,4.98,5.05,4.90,4.45,2.18,4.49,2.15,4.85,4.86,105.38581085205078,1.3286035060882568
2006-12-08,4.97,5.08,4.95,4.53,2.25,4.56,2.21,4.84,4.89,105.57994842529297,1.3394052982330322
2006-12-11,4.93,5.07,4.94,4.50,2.21,4.52,2.17,4.81,4.88,105.8860092163086,1.325100064277649
2006-12-12,4.93,5.06,4.91,4.45,2.18,4.49,2.15,4.81,4.87,105.80387878417969,1.3284975290298462
2006-12-13,4.94,5.07,4.95,4.54,2.26,4.58,2.22,4.82,4.88,105.91588592529297,1.3218071460723877
2006-12-14,4.96,5.08,4.97,4.58,2.26,4.60,2.23,4.83,4.89,106.84910583496094,1.3156510591506958
2006-12-15,4.91,5.07,4.96,4.57,2.32,4.60,2.29,4.79,4.88,106.85882568359375,1.3098949193954468
2006-12-18,4.96,5.09,4.97,4.57,2.35,4.60,2.31,4.84,4.90,106.5660629272461,1.3105987310409546
2006-12-19,4.96,5.08,4.96,4.57,2.34,4.60,2.31,4.84,4.89,106.76876068115234,1.3207073211669922
2006-12-20,4.96,5.08,4.96,4.57,2.35,4.60,2.32,4.84,4.89,106.70869445800781,1.318704605102539
2006-12-21,4.97,5.06,4.93,4.52,2.33,4.55,2.29,4.84,4.87,106.31830596923828,1.3183915615081787
2006-12-22,4.99,5.08,4.96,4.59,2.38,4.63,2.35,4.86,4.89,105.66519927978516,1.3136979341506958
2006-12-25,,,,,,,,,,,1.3135944604873657
2006-12-26,4.99,5.11,4.97,4.58,2.37,4.61,2.34,4.87,4.91,106.2883071899414,1.310994029045105
2006-12-27,4.97,5.10,4.99,4.64,2.44,4.66,2.39,4.85,4.91,106.98643493652344,1.312508225440979
2006-12-28,5.00,5.10,5.01,4.69,2.46,4.70,2.41,4.87,4.91,106.76126098632812,1.3148033618927002
2006-12-29,5.02,5.09,5.00,4.70,2.44,4.71,2.41,4.89,4.90,106.31830596923828,1.3198009729385376
2007-01-01,,,,,,,,,,,1.3218945264816284
2007-01-02,5.07,5.11,5.00,4.68,2.41,4.68,2.38,4.94,4.91,,1.3275980949401855
2007-01-03,5.05,5.09,4.98,4.66,2.39,4.67,2.36,4.92,4.90,106.1306381225586,1.3171066045761108
2007-01-04,5.04,5.07,4.95,4.61,2.39,4.62,2.36,4.91,4.88,106.35584259033203,1.3092947006225586
2007-01-05,5.05,5.09,4.98,4.65,2.41,4.65,2.38,4.92,4.90,105.50751495361328,1.2984988689422607
2007-01-08,5.08,5.13,5.01,4.66,2.42,4.66,2.38,4.95,4.93,105.99552917480469,1.3040019273757935
2007-01-09,5.08,5.13,5.02,4.65,2.43,4.66,2.39,4.95,4.93,105.90541076660156,1.2996971607208252
2007-01-10,5.09,5.13,5.02,4.68,2.46,4.69,2.42,4.96,4.93,106.25826263427734,1.2939958572387695
2007-01-11,5.11,5.15,5.05,4.73,2.50,4.74,2.43,4.98,4.95,106.72370910644531,1.289507269859314
2007-01-12,5.09,5.15,5.06,4.76,2.53,4.77,2.49,4.96,4.96,107.53451538085938,1.292808175086975
2007-01-15,,,,,,,,,,,1.2935941219329834
2007-01-16,5.11,5.16,5.06,4.74,2.52,4.75,2.48,4.98,4.96,107.32431030273438,1.2920063734054565
2007-01-17,5.12,5.16,5.08,4.78,2.54,4.79,2.50,4.99,4.96,107.3693618774414,1.2939958572387695
2007-01-18,5.12,5.16,5.07,4.75,2.52,4.75,2.47,4.99,4.96,107.00901794433594,1.2960922718048096
2007-01-19,5.14,5.17,5.09,4.78,2.53,4.78,2.47,5.01,4.97,107.2192153930664,1.2968990802764893
2007-01-22,5.13,5.18,5.09,4.77,2.48,4.76,2.44,5.00,4.98,106.888916015625,1.2950012683868408
2007-01-23,5.14,5.18,5.10,4.81,2.50,4.81,2.46,5.01,4.98,107.20420837402344,1.3023037910461426
2007-01-24,5.13,5.17,5.09,4.81,2.47,4.81,2.44,5.00,4.97,108.06752014160156,1.29629385471344
2007-01-25,5.14,5.18,5.11,4.85,2.52,4.87,2.48,5.01,4.98,106.79879760742188,1.2939958572387695
2007-01-26,5.13,5.18,5.12,4.87,2.51,4.88,2.48,5.00,4.98,106.70121765136719,1.2928917407989502
2007-01-29,5.14,5.19,5.12,4.89,2.52,4.90,2.50,5.01,4.99,106.64116668701172,1.29629385471344
2007-01-30,5.13,5.18,5.11,4.86,2.47,4.88,2.46,5.00,4.98,107.1966781616211,1.2965964078903198
2007-01-31,5.12,5.16,5.09,4.82,2.40,4.83,2.40,4.99,4.96,107.91739654541016,1.3023037910461426
2007-02-01,5.13,5.16,5.09,4.84,2.43,4.84,2.42,5.00,4.96,108.56300354003906,1.3018969297409058
2007-02-02,5.14,5.16,5.08,4.82,2.40,4.83,2.42,5.01,4.96,108.71315002441406,1.2963947057724
2007-02-05,5.15,5.16,5.08,4.80,2.40,4.81,2.41,5.02,4.96,108.74317169189453,1.2931926250457764
2007-02-06,5.14,5.16,5.07,4.76,2.38,4.77,2.40,5.01,4.96,108.77322387695312,1.2983977794647217
2007-02-07,5.15,5.16,5.06,4.74,2.38,4.74,2.40,5.02,4.96,109.01347351074219,1.3023037910461426
2007-02-08,5.16,5.16,5.06,4.73,2.37,4.73,2.39,5.03,4.96,108.87081909179688,1.3040019273757935
2007-02-09,5.15,5.17,5.08,4.78,2.41,4.79,2.43,5.02,4.97,108.06001281738281,1.3006945848464966
2007-02-12,5.18,5.18,5.10,4.80,2.46,4.80,2.46,5.04,4.98,107.6921615600586,1.29629385471344
2007-02-13,5.17,5.17,5.10,4.81,2.45,4.82,2.46,5.03,4.97,108.60051727294922,1.3032032251358032
2007-02-14,5.16,5.16,5.06,4.72,2.38,4.74,2.38,5.02,4.96,109.3137435913086,1.3139914274215698
2007-02-15,5.17,5.15,5.04,4.68,2.38,4.70,2.38,5.03,4.95,109.45633697509766,1.313508152961731
2007-02-16,5.17,5.15,5.05,4.68,2.36,4.69,2.36,5.04,4.96,109.4038314819336,1.3138015270233154
2007-02-19,,,,,,,,,,,1.3152011632919312
2007-02-20,5.19,5.16,5.04,4.67,2.35,4.68,2.36,5.05,4.96,109.63652801513672,1.3148033618927002
2007-02-21,5.18,5.16,5.05,4.68,2.34,4.69,2.33,5.04,4.96,109.59148406982422,1.313905119895935
2007-02-22,5.19,5.17,5.07,4.72,2.33,4.73,2.35,5.05,4.97,109.50895690917969,1.312508225440979
2007-02-23,5.18,5.17,5.05,4.67,2.26,4.68,2.30,5.05,4.97,109.08098602294922,1.3168984651565552
2007-02-26,5.19,5.18,5.05,4.62,2.21,4.63,2.26,5.05,4.97,108.98343658447266,1.319400429725647
2007-02-27,5.14,5.10,4.93,4.46,2.07,4.50,2.14,4.99,4.89,104.72675323486328,1.3232064247131348
2007-02-28,5.16,5.12,4.96,4.52,2.12,4.56,2.20,5.01,4.91,105.80032348632812,1.322891354560852
2007-03-01,5.15,5.11,4.95,4.50,2.11,4.56,2.19,5.00,4.90,105.4850082397461,1.317002534866333
2007-03-02,5.12,5.07,4.90,4.46,2.06,4.52,2.15,4.98,4.87,104.10364532470703,1.3164995908737183
2007-03-05,5.10,5.08,4.89,4.45,2.06,4.51,2.17,4.97,4.87,103.11273193359375,1.3086949586868286
2007-03-06,5.14,5.10,4.92,4.48,2.08,4.53,2.19,4.99,4.89,104.87687683105469,1.3138015270233154
2007-03-07,5.12,5.09,4.90,4.45,2.05,4.50,2.16,4.97,4.88,104.77182006835938,1.3178529739379883
2007-03-08,5.10,5.08,4.91,4.45,2.06,4.51,2.17,4.95,4.88,105.65769958496094,1.314198613166809
2007-03-09,5.10,5.13,4.98,4.55,2.13,4.59,2.25,4.96,4.93,105.68770599365234,1.3115957975387573
2007-03-12,5.09,5.13,4.96,4.50,2.10,4.56,2.22,4.96,4.92,105.84532928466797,1.318791389465332
2007-03-13,5.09,5.10,4.90,4.41,2.01,4.50,2.15,4.94,4.89,103.78836822509766,1.319000244140625
2007-03-14,5.06,5.10,4.91,4.44,2.03,4.53,2.18,4.92,4.89,104.56163024902344,1.323504090309143
2007-03-15,5.05,5.12,4.93,4.46,2.04,4.54,2.17,4.91,4.91,104.70420837402344,1.328303575515747
2007-03-16,5.04,5.13,4.95,4.47,2.03,4.55,2.16,4.90,4.93,104.41107940673828,1.3318061828613281
2007-03-19,5.06,5.13,4.96,4.50,2.04,4.58,2.18,4.93,4.92,105.66978454589844,1.3312920331954956
2007-03-20,5.06,5.12,4.94,4.47,2.02,4.56,2.17,4.92,4.91,106.25009155273438,1.33159339427948
2007-03-21,5.05,5.08,4.89,4.43,1.99,4.53,2.14,4.91,4.87,107.99873352050781,1.3399077653884888
2007-03-22,5.06,5.08,4.91,4.49,2.02,4.60,2.17,4.92,4.88,107.9157943725586,1.3334044218063354
2007-03-23,5.08,5.10,4.93,4.52,2.03,4.62,2.19,4.94,4.90,108.07408142089844,1.3296988010406494
2007-03-26,5.06,5.09,4.91,4.48,2.00,4.60,2.16,4.93,4.88,107.93087005615234,1.3365052938461304
2007-03-27,5.08,5.09,4.91,4.50,1.99,4.62,2.16,4.93,4.88,107.67460632324219,1.3315047025680542
2007-03-28,5.06,5.08,4.90,4.50,1.98,4.62,2.17,4.92,4.87,106.89076232910156,1.3334933519363403
2007-03-29,5.05,5.06,4.90,4.53,2.00,4.64,2.18,4.91,4.86,107.00377655029297,1.3358982801437378
2007-03-30,5.04,5.06,4.90,4.54,2.03,4.65,2.21,4.90,4.86,107.02642059326172,
2007-04-02,5.04,5.09,4.92,4.54,2.04,4.65,2.21,4.91,4.88,107.14701080322266,1.33249831199646
2007-04-03,5.05,5.09,4.93,4.56,2.09,4.67,2.25,4.91,4.88,108.30023193359375,1.3373990058898926
2007-04-04,5.07,5.08,4.92,4.55,2.06,4.66,2.23,4.92,4.87,108.42080688476562,1.3432012796401978
2007-04-05,5.04,5.07,4.93,4.57,2.06,4.68,2.22,4.90,4.87,108.71475982666016,1.3401951789855957
2007-04-06,5.05,5.10,4.98,4.67,2.12,4.76,2.27,4.91,4.90,,
2007-04-09,5.02,5.11,4.98,4.66,2.14,4.75,2.27,4.89,4.90,108.86548614501953,1.3432012796401978
2007-04-10,5.03,5.10,4.97,4.63,2.12,4.73,2.27,4.89,4.89,108.99359893798828,1.3439956903457642
2007-04-11,5.04,5.10,4.97,4.66,2.14,4.74,2.28,4.90,4.89,108.54890441894531,1.3491089344024658
2007-04-12,5.03,5.10,4.97,4.66,2.14,4.74,2.28,4.89,4.89,109.0312728881836,1.3521004915237427
2007-04-13,5.02,5.09,4.98,4.68,2.18,4.76,2.31,4.88,4.89,109.52872467041016,
2007-04-16,5.01,5.09,4.97,4.67,2.18,4.74,2.30,4.88,4.88,110.56879425048828,1.3572019338607788
2007-04-17,5.01,5.07,4.93,4.61,2.17,4.69,2.29,4.87,4.86,110.86280059814453,1.361396312713623
2007-04-18,5.00,5.04,4.91,4.56,2.15,4.66,2.26,4.86,4.84,110.99848175048828,1.362434983253479
2007-04-19,4.99,5.04,4.91,4.57,2.13,4.68,2.27,4.85,4.84,110.96829223632812,1.3588987588882446
2007-04-20,4.99,5.05,4.91,4.57,2.13,4.68,2.27,4.85,4.85,112.01593780517578,
2007-04-23,4.98,5.04,4.90,4.55,2.09,4.66,2.25,4.85,4.84,111.59386444091797,1.3636053800582886
2007-04-24,4.98,5.03,4.88,4.51,2.09,4.63,2.21,4.84,4.83,111.63909912109375,1.3639029264450073
2007-04-25,4.97,5.03,4.90,4.55,2.10,4.66,2.22,4.83,4.83,112.66413116455078,1.3588987588882446
2007-04-26,4.96,5.04,4.92,4.59,2.13,4.69,2.26,4.82,4.84,112.79229736328125,1.3655046224594116
2007-04-27,4.95,5.03,4.91,4.59,2.12,4.71,2.25,4.81,4.83,112.7018051147461,
2007-04-30,4.91,5.03,4.89,4.51,2.06,4.63,2.20,4.79,4.83,111.7672119140625,1.3601001501083374
2007-05-01,4.90,5.01,4.89,4.54,2.07,4.64,2.19,4.76,4.81,112.05363464355469,1.3588064908981323
2007-05-02,4.91,5.02,4.90,4.55,2.08,4.65,2.22,4.77,4.82,112.70939636230469,1.3556013107299805
2007-05-03,4.90,5.03,4.93,4.59,2.14,4.68,2.25,4.76,4.83,113.31990814208984,1.3588987588882446
2007-05-04,4.90,5.03,4.91,4.55,2.13,4.65,2.24,4.76,4.83,113.74950408935547,
2007-05-07,4.89,5.03,4.92,4.55,2.18,4.64,2.27,4.77,4.83,113.7720947265625,1.3540961742401123
2007-05-08,4.90,5.02,4.91,4.54,2.16,4.63,2.27,4.76,4.82,113.62136840820312,1.3527040481567383
2007-05-09,4.88,4.99,4.90,4.58,2.20,4.67,2.29,4.74,4.79,113.93034362792969,1.3483085632324219
2007-05-10,4.87,4.95,4.86,4.56,2.15,4.65,2.27,4.73,4.75,112.73954010009766,1.3521004915237427
2007-05-11,4.87,4.91,4.85,4.58,2.20,4.67,2.30,4.73,4.72,113.70425415039062,
2007-05-14,4.85,4.94,4.87,4.61,2.20,4.69,2.32,4.73,4.74,113.45553588867188,1.3596007823944092
2007-05-15,4.83,4.91,4.85,4.63,2.28,4.71,2.37,4.70,4.71,113.48567199707031,1.3523930311203003
2007-05-16,4.75,4.86,4.82,4.62,2.28,4.71,2.38,4.62,4.67,114.26202392578125,1.34969162940979
2007-05-17,4.81,4.90,4.86,4.68,2.32,4.76,2.41,4.68,4.71,114.03588104248047,1.3512965440750122
2007-05-18,4.84,4.98,4.92,4.74,2.37,4.81,2.46,4.70,4.78,115.03083801269531,
2007-05-21,4.88,5.01,4.95,4.71,2.36,4.79,2.43,4.76,4.81,114.97046661376953,1.3452069759368896
