date,m6 yield,y5 yield,y10 yield,spy,eur_usd,CPI,GDP,FFER,y,class,dir
2004-01-01,1.02,3.25,4.27,79.08828735351562,1.2581939697265625,1.926252,0.533747312,0.96,1.2581939697265625,30,0.0
2004-01-02,1.02,3.36,4.38,79.05270385742188,1.2581939697265625,1.926252,0.533747312,0.96,1.2686975002288818,40,1.0
2004-01-05,1.05,3.39,4.41,79.9126968383789,1.2686975002288818,1.926252,0.533747312,0.96,1.2721028327941895,40,1.0
2004-01-06,1.03,3.26,4.29,79.9908676147461,1.2721028327941895,1.926252,0.533747312,0.96,1.2640947103500366,40,-1.0
2004-01-07,1.02,3.25,4.27,80.26094055175781,1.2640947103500366,1.926252,0.533747312,0.97,1.2774981260299683,40,1.0
2004-01-08,1.01,3.24,4.27,80.58074188232422,1.2774981260299683,1.926252,0.533747312,0.97,1.2858924865722656,40,1.0
2004-01-09,0.97,3.05,4.11,79.87715911865234,1.2858924865722656,1.926252,0.533747312,0.97,1.2740962505340576,40,-1.0
2004-01-12,0.98,3.04,4.11,80.467041015625,1.2740962505340576,1.926252,0.533747312,0.97,1.278592586517334,40,1.0
2004-01-13,0.97,2.98,4.05,79.9979476928711,1.278592586517334,1.926252,0.533747312,0.97,1.2651021480560303,40,-1.0
2004-01-14,0.96,2.96,4.01,80.6660385131836,1.2651021480560303,1.926252,0.533747312,0.99,1.260096549987793,30,-1.0
2004-01-15,0.96,2.97,3.99,80.86504364013672,1.260096549987793,1.926252,0.533747312,0.99,1.239802598953247,30,-1.0
2004-01-16,0.97,3.03,4.04,81.18485260009766,1.239802598953247,1.926252,0.533747312,0.99,1.235406756401062,30,-1.0
2004-01-19,0.97,3.03,4.04,81.18485260009766,1.235406756401062,1.926252,0.533747312,0.99,1.2589067220687866,30,1.0
2004-01-20,0.98,3.05,4.08,81.1635513305664,1.2589067220687866,1.926252,0.533747312,0.99,1.2659028768539429,40,1.0
2004-01-21,0.96,3.02,4.05,81.80315399169922,1.2659028768539429,1.926252,0.533747312,1.0,1.2725075483322144,40,1.0
2004-01-22,0.96,2.96,3.99,81.58995056152344,1.2725075483322144,1.926252,0.533747312,1.0,1.2583048343658447,30,-1.0
2004-01-23,0.96,3.06,4.09,81.3270263671875,1.2583048343658447,1.926252,0.533747312,1.0,1.2487980127334595,30,-1.0
2004-01-26,0.99,3.13,4.16,82.35042572021484,1.2487980127334595,1.926252,0.533747312,1.0,1.2636953592300415,40,1.0
2004-01-27,0.98,3.07,4.11,81.50466918945312,1.2636953592300415,1.926252,0.533747312,1.0,1.2441989183425903,30,-1.0
2004-01-28,1.0,3.22,4.22,80.57364654541016,1.2441989183425903,1.926252,0.533747312,1.02,1.2410026788711548,30,-1.0
2004-01-29,1.02,3.22,4.22,80.65181732177734,1.2410026788711548,1.926252,0.533747312,1.02,1.2468050718307495,30,1.0
2004-01-30,1.01,3.17,4.16,80.65181732177734,1.2468050718307495,1.926252,0.533747312,1.02,1.2433016300201416,30,-1.0
2004-02-02,1.03,3.18,4.18,81.00006866455078,1.2433016300201416,1.926252,0.533747312,1.02,1.2534940242767334,30,1.0
2004-02-03,1.02,3.12,4.13,80.86504364013672,1.2534940242767334,1.926252,0.533747312,1.02,1.2539970874786377,30,1.0
2004-02-04,1.01,3.15,4.15,80.20408630371094,1.2539970874786377,1.926252,0.533747312,1.01,1.2571974992752075,30,1.0
2004-02-05,1.02,3.21,4.2,80.43861389160156,1.2571974992752075,1.926252,0.533747312,1.01,1.2700024843215942,40,1.0
2004-02-06,1.01,3.12,4.12,81.34122467041016,1.2700024843215942,1.926252,0.533747312,1.01,1.2694060802459717,40,-1.0
2004-02-09,1.02,3.08,4.09,81.36254119873047,1.2694060802459717,1.926252,0.533747312,1.01,1.26850426197052,40,-1.0
2004-02-10,1.02,3.13,4.13,81.62550354003906,1.26850426197052,1.926252,0.533747312,1.01,1.2830052375793457,40,1.0
2004-02-11,1.0,3.03,4.05,82.49256896972656,1.2830052375793457,1.926252,0.533747312,1.0,1.2818048000335693,40,-1.0
2004-02-12,1.0,3.07,4.1,82.19408416748047,1.2818048000335693,1.926252,0.533747312,1.0,1.272799015045166,40,-1.0
2004-02-13,0.98,3.01,4.05,81.82447814941406,1.272799015045166,1.926252,0.533747312,1.0,1.2765034437179565,40,1.0
2004-02-16,0.98,3.01,4.05,81.82447814941406,1.2765034437179565,1.926252,0.533747312,1.0,1.2857933044433594,40,1.0
2004-02-17,1.0,3.02,4.05,82.56366729736328,1.2857933044433594,1.926252,0.533747312,1.0,1.2725075483322144,40,-1.0
2004-02-18,1.0,3.03,4.05,82.20117950439453,1.2725075483322144,1.926252,0.533747312,1.01,1.2757054567337036,40,1.0
2004-02-19,1.0,3.02,4.05,81.8956069946289,1.2757054567337036,1.926252,0.533747312,1.01,1.2542015314102173,30,-1.0
2004-02-20,1.01,3.08,4.1,81.64682006835938,1.2542015314102173,1.926252,0.533747312,1.01,1.2571974992752075,30,1.0
2004-02-23,1.02,3.03,4.05,81.44072723388672,1.2571974992752075,1.926252,0.533747312,1.01,1.2677966356277466,40,1.0
2004-02-24,1.02,3.01,4.04,81.29856872558594,1.2677966356277466,1.926252,0.533747312,1.01,1.249703288078308,30,-1.0
2004-02-25,1.02,2.98,4.02,81.63972473144531,1.249703288078308,1.926252,0.533747312,1.0,1.2448029518127441,30,-1.0
2004-02-26,1.02,3.01,4.05,81.68949127197266,1.2448029518127441,1.926252,0.533747312,1.0,1.2494065761566162,30,1.0
2004-02-27,1.01,3.01,3.99,81.74633026123047,1.2494065761566162,1.926252,0.533747312,1.0,1.2448029518127441,30,-1.0
2004-03-01,1.02,2.98,4.0,82.5565414428711,1.2448029518127441,1.737242,0.533747312,1.0,1.220405101776123,30,-1.0
2004-03-02,1.03,3.04,4.05,82.07324981689453,1.220405101776123,1.737242,0.533747312,1.0,1.2190959453582764,30,-1.0
2004-03-03,1.02,3.06,4.07,82.22247314453125,1.2190959453582764,1.737242,0.533747312,1.03,1.220703125,30,1.0
