"Date","Price","Open","High","Low","Change %"
"Jul 12, 1992","1.3965","1.3721","1.3980","1.3673","2.23%"
"Jul 05, 1992","1.3660","1.3458","1.3842","1.3368","1.24%"
"Jun 28, 1992","1.3493","1.3333","1.3630","1.3319","1.03%"
"Jun 21, 1992","1.3356","1.3025","1.3377","1.2995","2.50%"
"Jun 14, 1992","1.3030","1.2981","1.3110","1.2932","0.35%"
"Jun 07, 1992","1.2985","1.2898","1.3047","1.2811","0.76%"
"May 31, 1992","1.2887","1.2790","1.2932","1.2660","0.80%"
"May 24, 1992","1.2785","1.2715","1.2825","1.2541","0.51%"
"May 17, 1992","1.2720","1.2775","1.2940","1.2655","-0.37%"
"May 10, 1992","1.2767","1.2767","1.2807","1.2480","2.19%"
"May 03, 1992","1.2493","1.2493","1.2631","1.2437","-0.14%"
"Apr 26, 1992","1.2510","1.2510","1.2515","1.2350","0.68%"
"Apr 19, 1992","1.2425","1.2425","1.2457","1.2247","1.12%"
"Apr 12, 1992","1.2287","1.2287","1.2504","1.2265","-1.74%"
"Apr 05, 1992","1.2505","1.2505","1.2670","1.2483","-0.40%"
"Mar 29, 1992","1.2555","1.2555","1.2590","1.2317","0.84%"
"Mar 22, 1992","1.2450","1.2450","1.2465","1.2167","1.76%"
"Mar 15, 1992","1.2235","1.2235","1.2428","1.2128","-0.09%"
"Mar 08, 1992","1.2246","1.2246","1.2338","1.2187","-0.20%"
"Mar 01, 1992","1.2270","1.2270","1.2539","1.2181","-1.72%"
"Feb 23, 1992","1.2485","1.2485","1.2553","1.2283","0.96%"
"Feb 16, 1992","1.2366","1.2366","1.2715","1.2340","-1.66%"
"Feb 09, 1992","1.2575","1.2575","1.3112","1.2533","-3.97%"
"Feb 02, 1992","1.3095","1.3095","1.3103","1.2704","3.23%"
"Jan 26, 1992","1.2685","1.2685","1.2895","1.2600","-0.82%"
"Jan 19, 1992","1.2790","1.2790","1.2919","1.2630","-0.38%"
"Jan 12, 1992","1.2839","1.2839","1.2999","1.2464","-0.04%"
"Jan 05, 1992","1.2844","1.2844","1.3530","1.2817","-2.56%"
"Dec 29, 1991","1.3182","1.3182","1.3452","1.3134","-1.22%"
"Dec 22, 1991","1.3345","1.3345","1.3495","1.3245","0.95%"
"Dec 15, 1991","1.3220","1.3220","1.3255","1.2822","3.01%"
"Dec 08, 1991","1.2834","1.2834","1.3002","1.2757","-0.92%"
"Dec 01, 1991","1.2953","1.2953","1.2962","1.2592","3.21%"
"Nov 24, 1991","1.2550","1.2550","1.2887","1.2455","-2.14%"
"Nov 17, 1991","1.2824","1.2824","1.2874","1.2611","1.74%"
"Nov 10, 1991","1.2605","1.2605","1.2627","1.2381","1.66%"
"Nov 03, 1991","1.2399","1.2399","1.2580","1.2378","-0.32%"
"Oct 27, 1991","1.2439","1.2439","1.2452","1.1905","3.25%"
"Oct 20, 1991","1.2048","1.2048","1.2159","1.1965","-0.71%"
"Oct 13, 1991","1.2134","1.2134","1.2147","1.1958","0.07%"
"Oct 06, 1991","1.2125","1.2125","1.2308","1.1967","-0.69%"
"Sep 29, 1991","1.2209","1.2209","1.2342","1.2149","-0.42%"
"Sep 22, 1991","1.2260","1.2260","1.2304","1.2096","0.86%"
"Sep 15, 1991","1.2155","1.2155","1.2285","1.2052","0.05%"
"Sep 08, 1991","1.2149","1.2149","1.2220","1.1842","1.41%"
"Sep 01, 1991","1.1980","1.1980","1.1980","1.1744","1.91%"
"Aug 25, 1991","1.1755","1.1755","1.1877","1.1671","0.13%"
"Aug 18, 1991","1.1740","1.1740","1.1894","1.1267","0.97%"
"Aug 11, 1991","1.1627","1.1627","1.1914","1.1627","-1.96%"
"Aug 04, 1991","1.1860","1.1860","1.2056","1.1808","0.56%"
"Jul 28, 1991","1.1794","1.1794","1.1844","1.1620","0.17%"
"Jul 21, 1991","1.1774","1.1774","1.1858","1.1599","0.09%"
"Jul 14, 1991","1.1764","1.1764","1.1775","1.1405","2.44%"
"Jul 07, 1991","1.1484","1.1484","1.1513","1.1179","1.95%"
"Jun 30, 1991","1.1264","1.1264","1.1375","1.1165","-0.80%"
"Jun 23, 1991","1.1355","1.1355","1.1534","1.1290","-0.26%"
"Jun 16, 1991","1.1385","1.1385","1.1545","1.1262","-0.38%"
"Jun 09, 1991","1.1429","1.1429","1.1662","1.1383","-1.64%"
"Jun 02, 1991","1.1620","1.1620","1.1837","1.1599","-1.56%"
"May 26, 1991","1.1804","1.1804","1.2132","1.1795","-2.04%"
"May 19, 1991","1.2050","1.2050","1.2052","1.1679","1.26%"
"May 12, 1991","1.1900","1.1900","1.2229","1.1900","-0.40%"
"May 05, 1991","1.1948","1.1948","1.2004","1.1772","1.74%"
"Apr 28, 1991","1.1744","1.1744","1.2163","1.1551","-0.17%"
"Apr 21, 1991","1.1764","1.1764","1.1900","1.1688","-1.19%"
"Apr 14, 1991","1.1906","1.1906","1.2427","1.1892","-3.01%"
"Apr 07, 1991","1.2275","1.2275","1.2433","1.2153","-0.18%"
"Mar 31, 1991","1.2297","1.2297","1.2452","1.2105","1.47%"
"Mar 24, 1991","1.2119","1.2119","1.2460","1.1972","-3.18%"
"Mar 17, 1991","1.2517","1.2517","1.2830","1.2317","-2.52%"
"Mar 10, 1991","1.2840","1.2840","1.3138","1.2840","-2.34%"
"Mar 03, 1991","1.3148","1.3148","1.3464","1.3148","-1.62%"
"Feb 24, 1991","1.3365","1.3365","1.3675","1.3357","-2.39%"
"Feb 17, 1991","1.3692","1.3692","1.3947","1.3692","-1.60%"
"Feb 10, 1991","1.3915","1.3915","1.4217","1.3895","-1.21%"
"Feb 03, 1991","1.4085","1.4085","1.4190","1.3969","0.59%"
"Jan 27, 1991","1.4003","1.4003","1.4027","1.3745","1.25%"
"Jan 20, 1991","1.3830","1.3830","1.3921","1.3643","0.67%"
"Jan 13, 1991","1.3738","1.3738","1.3746","1.3317","2.05%"
"Jan 06, 1991","1.3462","1.3462","1.3637","1.3341","-1.56%"
"Dec 30, 1990","1.3675","1.3675","1.3825","1.3584","0.74%"
"Dec 23, 1990","1.3574","1.3574","1.3595","1.3339","1.26%"
"Dec 16, 1990","1.3405","1.3405","1.3925","1.3395","-3.14%"
"Dec 09, 1990","1.3840","1.3840","1.4029","1.3805","-0.38%"
"Dec 02, 1990","1.3893","1.3893","1.3902","1.3590","1.33%"
"Nov 25, 1990","1.3710","1.3710","1.3981","1.3657","-1.28%"
"Nov 18, 1990","1.3888","1.3888","1.4026","1.3884","-0.69%"
"Nov 11, 1990","1.3985","1.3985","1.4009","1.3878","0.83%"
"Nov 04, 1990","1.3870","1.3870","1.3982","1.3810","0.76%"
"Oct 28, 1990","1.3765","1.3765","1.3797","1.3568","0.71%"
"Oct 21, 1990","1.3668","1.3668","1.3760","1.3588","-0.67%"
"Oct 14, 1990","1.3760","1.3760","1.3854","1.3540","0.95%"
"Oct 07, 1990","1.3630","1.3630","1.3684","1.3395","2.04%"
"Sep 30, 1990","1.3357","1.3357","1.3487","1.3173","1.54%"
"Sep 23, 1990","1.3155","1.3155","1.3335","1.3118","0.14%"
"Sep 16, 1990","1.3137","1.3137","1.3421","1.3113","-0.37%"
"Sep 09, 1990","1.3186","1.3186","1.3272","1.2959","-0.18%"
"Sep 02, 1990","1.3210","1.3210","1.3345","1.3056","0.38%"
"Aug 26, 1990","1.3160","1.3160","1.3465","1.3141","-1.70%"
"Aug 19, 1990","1.3388","1.3388","1.3456","1.3195","0.13%"
"Aug 12, 1990","1.3370","1.3370","1.3390","1.3133","2.45%"
"Aug 05, 1990","1.3050","1.3050","1.3200","1.2975","0.42%"
"Jul 29, 1990","1.2995","1.2995","1.3085","1.2792","1.25%"
"Jul 22, 1990","1.2835","1.2835","1.2841","1.2637","1.67%"
"Jul 15, 1990","1.2624","1.2624","1.2666","1.2473","0.17%"
"Jul 08, 1990","1.2603","1.2603","1.2652","1.2454","0.74%"
"Jul 01, 1990","1.2511","1.2511","1.2575","1.2394","1.18%"
"Jun 24, 1990","1.2365","1.2365","1.2440","1.2278","0.37%"
"Jun 17, 1990","1.2320","1.2320","1.2358","1.2180","1.12%"
"Jun 10, 1990","1.2184","1.2184","1.2256","1.2110","0.59%"
"Jun 03, 1990","1.2113","1.2113","1.2224","1.2060","0.14%"
"May 27, 1990","1.2096","1.2096","1.2315","1.2081","-0.94%"
"May 20, 1990","1.2211","1.2211","1.2436","1.2178","-1.65%"
"May 13, 1990","1.2416","1.2416","1.2521","1.2369","-0.34%"
"May 06, 1990","1.2458","1.2458","1.2540","1.2298","1.32%"
"Apr 29, 1990","1.2296","1.2296","1.2310","1.2134","0.90%"
"Apr 22, 1990","1.2186","1.2186","1.2225","1.2026","0.55%"
"Apr 15, 1990","1.2119","1.2119","1.2235","1.2098","-0.75%"
"Apr 08, 1990","1.2210","1.2210","1.2244","1.2068","1.18%"
"Apr 01, 1990","1.2068","1.2068","1.2096","1.1981","0.02%"
"Mar 25, 1990","1.2065","1.2065","1.2130","1.1874","1.26%"
"Mar 18, 1990","1.1915","1.1915","1.2119","1.1898","-0.72%"
"Mar 11, 1990","1.2001","1.2001","1.2051","1.1841","0.29%"
"Mar 04, 1990","1.1966","1.1966","1.2071","1.1917","0.44%"
"Feb 25, 1990","1.1913","1.1913","1.2148","1.1873","-2.26%"
"Feb 18, 1990","1.2189","1.2189","1.2285","1.2139","0.01%"
"Feb 11, 1990","1.2188","1.2188","1.2228","1.2014","-0.25%"
"Feb 04, 1990","1.2218","1.2218","1.2325","1.2128","0.75%"
"Jan 28, 1990","1.2127","1.2127","1.2208","1.2056","0.39%"
"Jan 21, 1990","1.2080","1.2080","1.2133","1.1792","1.54%"
"Jan 14, 1990","1.1897","1.1897","1.2100","1.1844","-1.34%"
"Jan 07, 1990","1.2058","1.2058","1.2184","1.1928","0.61%"
"Dec 31, 1989","1.1985","1.1985","1.2103","1.1689","0.56%"
"Dec 24, 1989","1.1918","1.1918","1.2040","1.1850","0.26%"
"Dec 17, 1989","1.1887","1.1887","1.1905","1.1622","0.70%"
"Dec 10, 1989","1.1804","1.1804","1.1894","1.1484","2.58%"
"Dec 03, 1989","1.1507","1.1507","1.1540","1.1364","1.04%"
"Nov 26, 1989","1.1389","1.1389","1.1481","1.1313","0.60%"
"Nov 19, 1989","1.1321","1.1321","1.1334","1.1084","1.82%"
"Nov 12, 1989","1.1119","1.1119","1.1210","1.1018","0.90%"
"Nov 05, 1989","1.1020","1.1020","1.1176","1.1009","-0.70%"
"Oct 29, 1989","1.1098","1.1098","1.1193","1.1053","-0.89%"
"Oct 22, 1989","1.1198","1.1198","1.1221","1.1018","1.31%"
"Oct 15, 1989","1.1053","1.1053","1.1163","1.0958","0.42%"
"Oct 08, 1989","1.1007","1.1007","1.1007","1.0682","0.81%"
"Oct 01, 1989","1.0919","1.0919","1.1042","1.0824","-0.84%"
"Sep 24, 1989","1.1012","1.1012","1.1067","1.0829","3.69%"
"Sep 17, 1989","1.0620","1.0620","1.0703","1.0499","0.62%"
"Sep 10, 1989","1.0555","1.0555","1.0634","1.0359","1.46%"
"Sep 03, 1989","1.0403","1.0403","1.0522","1.0395","-0.84%"
"Aug 27, 1989","1.0491","1.0491","1.0747","1.0480","-0.93%"
"Aug 20, 1989","1.0589","1.0589","1.0713","1.0539","-0.15%"
"Aug 13, 1989","1.0605","1.0605","1.0721","1.0515","-0.92%"
"Aug 06, 1989","1.0703","1.0703","1.0990","1.0650","-1.36%"
"Jul 30, 1989","1.0851","1.0851","1.1219","1.0847","-1.77%"
"Jul 23, 1989","1.1047","1.1047","1.1125","1.0847","1.84%"
"Jul 16, 1989","1.0847","1.0847","1.0974","1.0759","0.25%"
"Jul 09, 1989","1.0820","1.0820","1.1148","1.0814","-2.13%"
"Jul 02, 1989","1.1056","1.1056","1.1068","1.0561","4.42%"
"Jun 25, 1989","1.0588","1.0588","1.0665","1.0491","-0.47%"
"Jun 18, 1989","1.0638","1.0638","1.0704","1.0364","1.94%"
"Jun 11, 1989","1.0436","1.0436","1.0476","1.0114","1.15%"
"Jun 04, 1989","1.0317","1.0317","1.0700","1.0313","-3.34%"
"May 28, 1989","1.0674","1.0674","1.0692","1.0279","1.78%"
"May 21, 1989","1.0487","1.0487","1.0634","1.0279","-0.36%"
"May 14, 1989","1.0525","1.0525","1.0815","1.0486","-2.92%"
"May 07, 1989","1.0842","1.0842","1.0983","1.0841","-1.17%"
"Apr 30, 1989","1.0970","1.0970","1.1059","1.0949","-0.75%"
"Apr 23, 1989","1.1053","1.1053","1.1246","1.1039","-1.58%"
"Apr 16, 1989","1.1231","1.1231","1.1268","1.1152","0.66%"
"Apr 09, 1989","1.1157","1.1157","1.1164","1.1024","0.68%"
"Apr 02, 1989","1.1082","1.1082","1.1160","1.0941","0.97%"
"Mar 26, 1989","1.0976","1.0976","1.1156","1.0937","-1.20%"
"Mar 19, 1989","1.1109","1.1109","1.1171","1.1072","0.12%"
"Mar 12, 1989","1.1096","1.1096","1.1204","1.1083","-0.66%"
"Mar 05, 1989","1.1170","1.1170","1.1296","1.1146","-0.83%"
"Feb 26, 1989","1.1263","1.1263","1.1463","1.1223","-1.36%"
"Feb 19, 1989","1.1418","1.1418","1.1444","1.1228","0.71%"
"Feb 12, 1989","1.1338","1.1338","1.1387","1.1133","1.72%"
"Feb 05, 1989","1.1146","1.1146","1.1352","1.1039","0.33%"
"Jan 29, 1989","1.1109","1.1109","1.1233","1.1064","-0.75%"
"Jan 22, 1989","1.1193","1.1193","1.1442","1.1176","-1.44%"
"Jan 15, 1989","1.1356","1.1356","1.1356","1.1116","0.50%"
"Jan 08, 1989","1.1300","1.1300","1.1506","1.1291","-1.33%"
"Jan 01, 1989","1.1452","1.1452","1.1825","1.1448","-2.40%"
"Dec 25, 1988","1.1734","1.1734","1.1749","1.1553","0.17%"
"Dec 18, 1988","1.1714","1.1714","1.1846","1.1652","-0.83%"
"Dec 11, 1988","1.1812","1.1812","1.1959","1.1742","-1.21%"
"Dec 04, 1988","1.1957","1.1957","1.2084","1.1798","-0.89%"
"Nov 27, 1988","1.2064","1.2064","1.2082","1.1928","-0.03%"
"Nov 20, 1988","1.2068","1.2068","1.2117","1.1913","1.26%"
"Nov 13, 1988","1.1918","1.1918","1.2084","1.1827","0.06%"
"Nov 06, 1988","1.1911","1.1911","1.1928","1.1497","2.89%"
"Oct 30, 1988","1.1576","1.1576","1.1732","1.1536","-0.95%"
"Oct 23, 1988","1.1687","1.1687","1.1703","1.1512","0.48%"
"Oct 16, 1988","1.1631","1.1631","1.1631","1.1384","1.34%"
"Oct 09, 1988","1.1477","1.1477","1.1499","1.1147","3.15%"
"Oct 02, 1988","1.1126","1.1126","1.1164","1.1089","0.30%"
"Sep 25, 1988","1.1093","1.1093","1.1098","1.0955","0.48%"
"Sep 18, 1988","1.1040","1.1040","1.1116","1.1001","-0.26%"
"Sep 11, 1988","1.1069","1.1069","1.1237","1.0997","-1.05%"
"Sep 04, 1988","1.1186","1.1186","1.1259","1.1149","0.12%"
"Aug 28, 1988","1.1173","1.1173","1.1197","1.1023","0.23%"
"Aug 21, 1988","1.1147","1.1147","1.1195","1.0827","1.60%"
"Aug 14, 1988","1.0971","1.0971","1.1186","1.0870","-0.97%"
"Aug 07, 1988","1.1079","1.1079","1.1091","1.0838","0.76%"
"Jul 31, 1988","1.0995","1.0995","1.1214","1.0992","-0.87%"
"Jul 24, 1988","1.1091","1.1091","1.1427","1.1078","-2.55%"
"Jul 17, 1988","1.1381","1.1381","1.1409","1.0971","3.11%"
"Jul 10, 1988","1.1038","1.1038","1.1315","1.1035","-2.45%"
"Jul 03, 1988","1.1315","1.1315","1.1459","1.1315","-0.58%"
"Jun 26, 1988","1.1381","1.1381","1.1549","1.1336","-0.55%"
"Jun 19, 1988","1.1444","1.1444","1.1863","1.1427","-3.58%"
"Jun 12, 1988","1.1869","1.1869","1.2065","1.1831","-1.62%"
"Jun 05, 1988","1.2065","1.2065","1.2127","1.2011","0.50%"
"May 29, 1988","1.2005","1.2005","1.2138","1.1964","-1.14%"
"May 22, 1988","1.2144","1.2144","1.2260","1.1996","-0.67%"
"May 15, 1988","1.2226","1.2226","1.2359","1.2146","-1.01%"
"May 08, 1988","1.2351","1.2351","1.2401","1.2297","0.10%"
"May 01, 1988","1.2339","1.2339","1.2379","1.2297","-0.23%"
"Apr 24, 1988","1.2368","1.2368","1.2446","1.2352","-0.25%"
"Apr 17, 1988","1.2399","1.2399","1.2536","1.2394","-0.69%"
"Apr 10, 1988","1.2485","1.2485","1.2509","1.2219","0.75%"
"Apr 03, 1988","1.2392","1.2392","1.2586","1.2338","-1.09%"
"Mar 27, 1988","1.2529","1.2529","1.2540","1.2385","1.19%"
"Mar 20, 1988","1.2382","1.2382","1.2384","1.2219","1.23%"
"Mar 13, 1988","1.2231","1.2231","1.2499","1.2194","-1.95%"
"Mar 06, 1988","1.2474","1.2474","1.2474","1.2209","1.99%"
"Feb 28, 1988","1.2231","1.2231","1.2263","1.2169","-0.07%"
"Feb 21, 1988","1.2239","1.2239","1.2263","1.2102","1.26%"
"Feb 14, 1988","1.2087","1.2087","1.2149","1.2026","0.21%"
"Feb 07, 1988","1.2062","1.2062","1.2239","1.1960","-0.58%"
"Jan 31, 1988","1.2132","1.2132","1.2313","1.2120","-1.19%"
"Jan 24, 1988","1.2278","1.2278","1.2412","1.2273","-0.91%"
"Jan 17, 1988","1.2391","1.2391","1.2505","1.2178","1.12%"
"Jan 10, 1988","1.2254","1.2254","1.2718","1.2241","-2.65%"
"Jan 03, 1988","1.2588","1.2588","1.3113","1.2368","-4.00%"
"Dec 27, 1987","1.3113","1.3113","1.3122","1.2842","1.77%"
"Dec 20, 1987","1.2885","1.2885","1.2947","1.2558","2.06%"
"Dec 13, 1987","1.2625","1.2625","1.2754","1.2588","-0.18%"
"Dec 06, 1987","1.2648","1.2648","1.2671","1.2294","2.35%"
"Nov 29, 1987","1.2358","1.2358","1.2625","1.2331","-0.93%"
"Nov 22, 1987","1.2474","1.2474","1.2479","1.2220","1.74%"
"Nov 15, 1987","1.2261","1.2261","1.2419","1.2115","0.34%"
"Nov 08, 1987","1.2220","1.2220","1.2488","1.2148","-1.01%"
"Nov 01, 1987","1.2345","1.2345","1.2358","1.1935","3.63%"
"Oct 25, 1987","1.1912","1.1912","1.1995","1.1622","2.17%"
"Oct 18, 1987","1.1659","1.1659","1.1710","1.1400","1.00%"
"Oct 11, 1987","1.1544","1.1544","1.1553","1.1379","0.81%"
"Oct 04, 1987","1.1451","1.1451","1.1474","1.1231","1.87%"
"Sep 27, 1987","1.1241","1.1241","1.1391","1.1227","-1.39%"
"Sep 20, 1987","1.1400","1.1400","1.1484","1.1342","-0.77%"
"Sep 13, 1987","1.1488","1.1488","1.1507","1.1379","0.24%"
"Sep 06, 1987","1.1460","1.1460","1.1582","1.1442","-0.56%"
"Aug 30, 1987","1.1525","1.1525","1.1584","1.1385","0.83%"
"Aug 23, 1987","1.1430","1.1430","1.1466","1.1284","0.26%"
"Aug 16, 1987","1.1400","1.1400","1.1489","1.1033","3.31%"
"Aug 09, 1987","1.1035","1.1035","1.1100","1.0902","0.72%"
"Aug 02, 1987","1.0956","1.0956","1.1166","1.0954","-1.77%"
"Jul 26, 1987","1.1153","1.1153","1.1226","1.1142","-0.55%"
"Jul 19, 1987","1.1215","1.1215","1.1220","1.1118","0.58%"
"Jul 12, 1987","1.1150","1.1150","1.1374","1.1142","-0.80%"
"Jul 05, 1987","1.1240","1.1240","1.1318","1.1240","-0.33%"
"Jun 28, 1987","1.1277","1.1277","1.1395","1.1275","-0.58%"
"Jun 21, 1987","1.1343","1.1343","1.1419","1.1218","0.11%"
"Jun 14, 1987","1.1330","1.1330","1.1499","1.1324","-1.22%"
"Jun 07, 1987","1.1470","1.1470","1.1624","1.1397","0.56%"
"May 31, 1987","1.1406","1.1406","1.1575","1.1284","0.04%"
"May 24, 1987","1.1401","1.1401","1.1664","1.1340","-2.06%"
"May 17, 1987","1.1641","1.1641","1.1742","1.1622","-0.35%"
"May 10, 1987","1.1682","1.1682","1.1698","1.1530","0.74%"
"May 03, 1987","1.1596","1.1596","1.1750","1.1574","-0.82%"
"Apr 26, 1987","1.1692","1.1692","1.1700","1.1512","0.39%"
"Apr 19, 1987","1.1647","1.1647","1.1647","1.1384","1.73%"
"Apr 12, 1987","1.1449","1.1449","1.1570","1.1402","-0.14%"
"Apr 05, 1987","1.1465","1.1465","1.1505","1.1285","0.76%"
"Mar 29, 1987","1.1379","1.1379","1.1539","1.1331","-0.38%"
"Mar 22, 1987","1.1422","1.1422","1.1477","1.1321","0.83%"
"Mar 15, 1987","1.1328","1.1328","1.1349","1.1231","1.12%"
"Mar 08, 1987","1.1203","1.1203","1.1242","1.1117","-0.81%"
"Mar 01, 1987","1.1294","1.1294","1.1340","1.1222","-0.10%"
"Feb 22, 1987","1.1305","1.1305","1.1382","1.1203","0.11%"
"Feb 15, 1987","1.1293","1.1293","1.1399","1.1093","0.21%"
"Feb 08, 1987","1.1269","1.1269","1.1474","1.1034","1.22%"
"Feb 01, 1987","1.1133","1.1133","1.1524","1.1050","-1.04%"
"Jan 25, 1987","1.1250","1.1250","1.1630","1.1219","-0.58%"
"Jan 18, 1987","1.1316","1.1316","1.1411","1.1113","0.95%"
"Jan 11, 1987","1.1210","1.1210","1.1259","1.0720","4.04%"
"Jan 04, 1987","1.0775","1.0775","1.0811","1.0677","-0.30%"
"Dec 28, 1986","1.0807","1.0807","1.0834","1.0545","1.79%"
"Dec 21, 1986","1.0617","1.0617","1.0617","1.0432","1.50%"
"Dec 14, 1986","1.0460","1.0460","1.0460","1.0247","1.70%"
"Dec 07, 1986","1.0285","1.0285","1.0332","1.0214","0.00%"
"Nov 30, 1986","1.0285","1.0285","1.0540","1.0266","-2.42%"
"Nov 23, 1986","1.0540","1.0540","1.0554","1.0285","2.67%"
"Nov 16, 1986","1.0266","1.0266","1.0332","1.0233","-0.32%"
"Nov 09, 1986","1.0299","1.0299","1.0341","1.0171","1.12%"
"Nov 02, 1986","1.0185","1.0185","1.0190","1.0029","1.07%"
"Oct 26, 1986","1.0077","1.0077","1.0285","1.0024","-0.55%"
"Oct 19, 1986","1.0133","1.0133","1.0460","1.0133","-2.77%"
"Oct 12, 1986","1.0422","1.0422","1.0503","1.0398","-0.36%"
"Oct 05, 1986","1.0460","1.0460","1.0460","1.0299","0.36%"
"Sep 28, 1986","1.0422","1.0422","1.0422","1.0233","1.66%"
"Sep 21, 1986","1.0252","1.0252","1.0266","1.0152","-0.05%"
"Sep 14, 1986","1.0257","1.0257","1.0474","1.0194","0.38%"
"Sep 07, 1986","1.0218","1.0218","1.0247","0.9977","0.72%"
"Aug 31, 1986","1.0145","1.0145","1.0362","1.0135","-1.78%"
"Aug 24, 1986","1.0329","1.0329","1.0344","1.0178","0.73%"
"Aug 17, 1986","1.0254","1.0254","1.0292","1.0135","0.94%"
"Aug 10, 1986","1.0159","1.0159","1.0216","1.0130","-0.56%"
"Aug 03, 1986","1.0216","1.0216","1.0230","1.0022","1.13%"
"Jul 27, 1986","1.0102","1.0102","1.0135","0.9941","1.62%"
"Jul 20, 1986","0.9941","0.9941","0.9984","0.9827","-0.43%"
"Jul 13, 1986","0.9984","0.9984","0.9998","0.9780","2.48%"
"Jul 06, 1986","0.9742","0.9742","0.9875","0.9700","-0.86%"
"Jun 29, 1986","0.9827","0.9827","0.9898","0.9766","0.82%"
"Jun 22, 1986","0.9747","0.9747","0.9771","0.9591","2.90%"
"Jun 15, 1986","0.9472","0.9472","0.9667","0.9420","-2.49%"
"Jun 08, 1986","0.9714","0.9714","0.9766","0.9534","1.39%"
"Jun 01, 1986","0.9581","0.9581","0.9638","0.9307","3.63%"
"May 25, 1986","0.9245","0.9245","0.9487","0.9179","-1.82%"
"May 18, 1986","0.9416","0.9416","0.9700","0.9382","-2.35%"
"May 11, 1986","0.9643","0.9643","0.9889","0.9614","-2.21%"
"May 04, 1986","0.9861","0.9861","0.9894","0.9804","0.73%"
"Apr 27, 1986","0.9790","0.9790","0.9790","0.9790","-0.89%"
"Apr 20, 1986","0.9878","0.9878","0.9878","0.9878","1.68%"
"Apr 13, 1986","0.9715","0.9715","0.9715","0.9715","3.52%"
"Apr 06, 1986","0.9385","0.9385","0.9385","0.9385","4.48%"
"Mar 30, 1986","0.8983","0.8983","0.8983","0.8983","-3.76%"
"Mar 23, 1986","0.9334","0.9334","0.9334","0.9334","-3.54%"
"Mar 16, 1986","0.9677","0.9677","0.9677","0.9677","0.69%"
"Mar 09, 1986","0.9611","0.9611","0.9611","0.9611","-1.26%"
"Mar 02, 1986","0.9734","0.9734","0.9734","0.9734","-0.10%"
"Feb 23, 1986","0.9744","0.9744","0.9744","0.9744","3.32%"
"Feb 16, 1986","0.9431","0.9431","0.9431","0.9431","1.80%"
"Feb 09, 1986","0.9264","0.9264","0.9264","0.9264","2.42%"
"Feb 02, 1986","0.9045","0.9045","0.9045","0.9045","-0.58%"
"Jan 26, 1986","0.9098","0.9098","0.9098","0.9098","1.45%"
"Jan 19, 1986","0.8968","0.8968","0.8968","0.8968","1.38%"
"Jan 12, 1986","0.8846","0.8846","0.8846","0.8846","-0.65%"
"Jan 05, 1986","0.8904","0.8904","0.8904","0.8904","0.74%"
"Dec 29, 1985","0.8839","0.8839","0.8839","0.8839","0.49%"
"Dec 22, 1985","0.8796","0.8796","0.8796","0.8796","1.64%"
"Dec 15, 1985","0.8654","0.8654","0.8654","0.8654","0.03%"
"Dec 08, 1985","0.8651","0.8651","0.8651","0.8651","0.10%"
"Dec 01, 1985","0.8642","0.8642","0.8642","0.8642","-0.59%"
"Nov 24, 1985","0.8693","0.8693","0.8693","0.8693","2.26%"
"Nov 17, 1985","0.8501","0.8501","0.8501","0.8501","1.70%"
"Nov 10, 1985","0.8359","0.8359","0.8359","0.8359","0.13%"
"Nov 03, 1985","0.8348","0.8348","0.8348","0.8348","-0.43%"
"Oct 27, 1985","0.8384","0.8384","0.8384","0.8384","1.22%"
"Oct 20, 1985","0.8283","0.8283","0.8283","0.8283","-0.25%"
"Oct 13, 1985","0.8304","0.8304","0.8304","0.8304","0.81%"
"Oct 06, 1985","0.8237","0.8237","0.8237","0.8237","-1.45%"
"Sep 29, 1985","0.8358","0.8358","0.8358","0.8358","2.26%"
"Sep 22, 1985","0.8173","0.8173","0.8173","0.8173","6.25%"
"Sep 15, 1985","0.7692","0.7692","0.7692","0.7692","1.54%"
"Sep 08, 1985","0.7575","0.7575","0.7575","0.7575","0.64%"
"Sep 01, 1985","0.7527","0.7527","0.7527","0.7527","-4.03%"
"Aug 25, 1985","0.7843","0.7843","0.7843","0.7843","-2.06%"
"Aug 18, 1985","0.8008","0.8008","0.8008","0.8008","0.46%"
"Aug 11, 1985","0.7971","0.7971","0.7971","0.7971","2.71%"
"Aug 04, 1985","0.7761","0.7761","0.7761","0.7761","-0.42%"
"Jul 28, 1985","0.7794","0.7794","0.7794","0.7794","1.70%"
"Jul 21, 1985","0.7664","0.7664","0.7664","0.7664","0.13%"
"Jul 14, 1985","0.7654","0.7654","0.7654","0.7654","-0.38%"
"Jul 07, 1985","0.7683","0.7683","0.7683","0.7683","4.15%"
"Jun 30, 1985","0.7377","0.7377","0.7377","0.7377","0.34%"
"Jun 23, 1985","0.7352","0.7352","0.7352","0.7352","1.56%"
"Jun 16, 1985","0.7239","0.7239","0.7239","0.7239","-0.32%"
"Jun 09, 1985","0.7262","0.7262","0.7262","0.7262","0.43%"
"Jun 02, 1985","0.7231","0.7231","0.7231","0.7231","-0.66%"
"May 26, 1985","0.7279","0.7279","0.7279","0.7279","1.06%"
"May 19, 1985","0.7203","0.7203","0.7203","0.7203","-0.35%"
"May 12, 1985","0.7228","0.7228","0.7228","0.7228","1.15%"
